speaker,speech,document
Rana el Kaliouby,"Yeah, I remember when Adam was in first grade, so he must have been like seven or so I went in to this class with a whole bunch of robots and like the emotion AI demo and and I asked the kids, I was like, Do you would you kids want to have a robot? You know, robot friend or robot companion. Everybody said yes. And they wanted it for all sorts of things like to help them with their math homework and to like be a friend. So there's, it just struck me how there was no fear of robots? was a lot of adults have that like us versus them?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah, none of that, of course, you want to be very careful, because you still have to look at the lessons of history, and how robots can be used by the power centers of the world to abuse your rights and all that kind of stuff. But mostly, it's good to enter anything new with an excitement and optimism. Speaking of Ross, what have you learned about science and life from Rosalind Picard?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Oh my god, I've learned so many things about life. From Ross, I think the thing I learned the most is perseverance. When I first met Roz, we applied and she invited me to be a postdoc, we applied for a grant to the National Science Foundation to apply some of our research to autism. And we got back. We were rejected. Yeah. And the reasoning was rejected for fun. Yeah. Yeah, I was. And I basically I just took the rejection to mean, okay, we're rejected. It's, it's done, like, end of story, right? And Ross was like, It's great news. They love the idea. They just, they just don't think we can do it. So let's build it, show them and then reapply. And it was that Oh, my God, that story totally stuck with me. And, and she's like that in every aspect of her life. She just does not take no for an answer.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Reframe all negative feedback was a challenge. Challenge. Yes, they liked this.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Yeah, it was. It was all right. What","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"else about science in general about how you see computers, and also business and just everything about the world. She's a very powerful, brilliant woman like yourself. So is there some aspects of that too?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Yeah, I think Ross is actually also very faith driven. She has this like deep belief and conviction. Yeah, and in the good in the world, and humanity. And I think that was meeting her and her family was definitely like, a defining moment for me, because that was when I was like, wow, like, you can be of a different background and religion and whatever. And you can still have the same core values. So that was that was Yeah. I'm grateful to her. Roz, if you're listening, thank you.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah, she's great. She's been on this podcast before I'm I hope she'll be on. I'm sure she'll be on again. You are the founder and CEO of Affectiva, which is a big company that was acquired by another big company, smart eye. And you're now the Deputy CEO of a smart guy. So you're powerful leader. You're brilliant. You're brilliant scientists. A lot of people are inspired by you, what advice would you give, especially to young women, but people in general who dream of becoming powerful leaders like yourself, in a world or perhaps in a world as perhaps doesn't give them a clear, easy path to do? So whether we're talking about Egypt or elsewhere?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"You know, here you kind of describe me that way. kind of encapsulates, I think, what I think is the biggest challenge of all, which is believing in yourself, right? I have had to like grapple with this what I call now the Debbie Downer voice in my head. The kind of basically it's just chattering all the time. It's basically saying, Oh, no, you can't do this. Like you're not gonna raise money. You can't start a company like what business do you have like starting a company or running a company or selling a company like you name it, always? And, and I think my biggest advice to not just women but people who have who are taking a new path? And, you know, they're not sure is to not let yourself and let your thoughts be the biggest obstacle in your way. And I've had to like really work on myself to not be my own biggest obstacle.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,So you got that negative voice? Yeah.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"So is that? Am I the only one? I don't think I'm the only one? No, I","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"have that negative voice. I'm not exactly sure. If it's a bad thing, or a good thing, I've been really torn about it. Because it's been a lifelong companion. So it's hard to know. It's kind of it drives productivity and progress, but it can hold you back from taking big leaps. I think you it the best I can say is probably you have to somehow be able to control it, to turn it off. And it's not useful. And turn it on when it's useful. Like I have from almost like a third person perspective, somebody who's sitting there like, yeah, like, because it is useful to be critical. Like after. Again, I just gave a talk yesterday at MIT, and I was just, you know, there's so much love and it was such an incredible experience so many amazing people I got a chance to talk to but you know, afterwards, when I went home and just took this long walk is mostly just negative thoughts about me, I don't like one basic stuff, like, I don't deserve any of it. And second is like, like, why did you though so dumb the said this, That's so dumb, like, you should have prepared that better. Why did you say this? The but I think it's good to hear that voice. All right, and like sit in that. And ultimately, I think you grow from that. Now, when you're making really big decisions about funding, or starting a company or taking a leap to go to the UK or take a leave to go to America to work a Media Lab, though. Yeah, there's a that's you should be able to shut that off then. Because you should have like this weird confidence, almost like faith. He said before that everything's gonna work out to take the leap of faith, a leap of faith, despite all the negativity, I mean, there's, there's some of that you actually tweeted a really nice tweet thread, says, quote, a year ago, a friend recommended I do daily affirmations. And I was skeptical. But I was going through major transitions in my life. So I'll give it a shot, and set me on a journey of self acceptance and self love. So what was that, like he made? Maybe talk through this idea of affirmations? And how that helped you?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Yeah. Because really, like, I'm just like me, I'm a kind. I'd like to think of myself as a kind person in general. But I'm kind of mean to myself sometimes. Yeah. And so I've been doing journaling for almost 10 years now. I use an app called day one. And it's awesome. I just journal and I use it as an opportunity to almost have a conversation with the Debbie Downer voice in my it's like a rebuttal, right? Like Debbie Downer says, oh my god, like you, you know, you won't be able to raise this round of funding. I'm like, Okay, let's talk about it. I have a track record of doing X, Y, and Z, I think I can do this. And this, it's literally like, so I wouldn't I don't know that I can shut off the voice but I can have a conversation with it. And it just it just and I bring data to the table, right. Nice. So so that was the journaling part which I found very helpful. But the affirmation took it to a whole next level and I just love it. I I'm a year into doing this. And you literally wake up in the morning and the first thing you do I meditate first and then and then I write my affirmations and it's it's the energy I want to put out in the world that hopefully will come right back to me so I will say I always start with my smile lights up the whole world. And I kid you not like people in the street will stop me and say oh my god, like we love your smile. Yeah, like Yes. So so my affirmations will change depending on you know what's happening this is funny I know don't ya don't","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"know why that judgment. It's just awesome. I mean it it's true, but you're saying affirmation somehow help. Kind of what is it they do work to like remind you of the kind of person you are and the kind of person you want to be, which actually maybe in reverse order the kind of person you want to be and that helps you become the kind of person you actually are. That it's","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"just it's it brings intentionality to like what you're doing right and so,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"by the way, I was laughing because my affirmations, which I also do are the opposite. Oh, you do? Oh, I don't have a my smile like maybe I should add that because like, I, I have just I have a boy. It's it's much more stoic like about focus about this. But the joy, the emotion that you're just in that little affirmation is beautiful, so maybe I should add that. I'm like, focused. Yeah, that's usually that's the start. It's just, like smiling","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"or spiteful and joyful and all that and then it's like, okay, I kick butt.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Let's get shit done. Right. get shit done that for me. Okay, cool. So, like, what else is on there?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"What else is on there? Um, well, I have. I'm a US. I'm a magnet for all sorts of things. So I'm an amazing people magnet. I attract like awesome people into my universe.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"That's an actual affirmation. Yes. That's great. Yeah. So that's it. Yeah. And that somehow manifests itself until like, working? I think so. Yeah. Like, can you speak to like, why it feels good to do the affirmations.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I honestly think it just grounds the day. And then it allows me to, instead of just like being pulled back and forth, like throughout the day, it just grounds me like, okay, like, this thing happened. It's not exactly what I wanted it to be. But I'm patient, or I'm, you know, I'm, I trust that the universe will do amazing things for me, which is one of my other consistent affirmations. Or I'm an amazing mom, right? And so I can grapple with all the feelings of mom guilt that I have all the time. Or, here's another one. I'm a love magnet. And I literally say I will kind of picture the person that I'd love to end up with, and I write it all down and hasn't happened yet. But","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,what do you what are you picturing? Brad Pitt?,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,Because that's where I picture that's what you picture. Yeah.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Running, holding hands running together. No more like Fight Club that the Fight Club, Brad Pitt, where he's like, staying at Alright, people know. Anyway, I'm sorry. I'll get off on that. Do you have like when you're thinking about the being a love magnet in that way? Are you picturing specific people? Or is this almost like in the space of like energy,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"right? It's somebody who is smart and well accomplished and successful in their life, but they're generous, and they're well traveled and they want to travel the world. Things like that. Like they're head over heels into me is like, I know, it sounds super silly, but it's literally what I write. And I believe it'll happen one day you actually writes you don't say it out loud. You know, I write it. I write all my affirmations.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"I do the opposite. I say. Yeah, if I if I'm alone, I'll say it out loud yet.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,I try that.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"I think it's which. What feels more powerful to me more powerful? Saying stuff feels more powerful? Yeah. Writing is. Writing feels like I'm losing. Losing the words like losing the power of the words maybe accelerates, though. Do you? handwrite","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"No, I type this app. It's day one. Basically, I just I can. The best thing about it is I can look back and see like a year ago, what was I affirming? Right?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,So it's also changes over time.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,It hasn't like changed a lot but but the focus kind of changes over time.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"I got it. Yeah, I say the same exact thing over and over and over. Oh, you do okay. As a confident in the sameness of it. Let's see. Let me jump around. Because let me ask you about because the talked all this talk about Brad Pitt or maybe just going on in my head. Let me ask you about dating in general. You tweeted a you based in Boston in single question mark. And then you pointed to a startup singles night sponsored by smile dating app? I mean, this is jumping around a little bit because it's since you mentioned can AI help solve this dating love problem? What do you think this problem of connection that is part of the human condition? Can AI help that you yourself are in the search affirming?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,Maybe that's what I should affirm. Like build an AI build an AI that finds love? I think I think there must be a science behind that first moment you meet a person and you You either have chemistry or you don't. Right. Like you.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"I guess that was the question I was asking, would you put it brilliantly? Is that a science or an art?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Oh, I think there are like, there's actual chemicals that get exchanged when two people meet. I don't know about that.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Like, are you changing? Yeah, change your mind as we're describing, but feels that way. Right. But it's what science shows us is sometimes we can explain with the rigor, the things that feel like magic, right. So maybe we can remove all the magic. Maybe it's like, I honestly think, like I said, like, Good Reads should be a dating app, which, like, books, I, I wonder if you look at just like books or content you've consumed? I mean, that's essentially what YouTube does. When does recommend recommendation, if you just look at your footprint of content consumed, if there's an overlap, but maybe interesting difference with an overlap, that some I'm sure this is a machine learning problem that's solvable? Like this person is very likely to be not only there to be chemistry in the short term, but a good lifelong partner to grow together, I bet you it's a good machine learning problem, just need the data.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Let's do it. Well, actually, I do think there's so much data about each of us that there ought to be a machine learning algorithm that can ingest all this data and basically say, I think the following 10 People would be interesting connections for you, right? And so smile dating app, kind of took one particular angle, which is humor, it matches people based on their humor styles, which is one of the main ingredients of a successful relationship. Like if you meet somebody, and they can make you laugh, like, that's a good thing. And if you develop like internal jokes, like inside jokes, and your bantering, like that's fun. Yeah. So I think","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"yeah, definitely. But yeah, that's the the number of n the rate of inside joke generation. You could probably measure that and then optimize it over the first few days. Right? And then we're just turning this into a machine learning problem. I love it. But for somebody like you, who's exceptionally successful and busy. Is there is there science to that aspect of dating is a tricky? is there advice you can give? Oh, my God,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I give the worst advice? Well, I can tell you like I have a spreadsheet.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Is that a good or a bad thing? Do you regret this spreadsheet? Well, I don't know. The name of this spreadsheet is a love the date track dating trackers, dating tracker? It's very life tracker. Yeah. There's a rating system, I'm sure. Yeah, there's like weights and stuff. And it's too close to home? Oh, is it you also why don't have a spreadsheet. But I would now that you say it seems like a good idea. Oh, no. Turning into data. I do wish that somebody else had a spreadsheet about me. You know, like, like I said, like you said, convert, collect a lot of data about us in a way that's privacy preserving that I own the data, I can control it, and then use that data to find not I mean, not just romantic love, but collaborators, friends, all that kind of stuff. It seems like the data is there. The that's the problem social networks are trying to solve, but I think they're doing a really poor job. Even Facebook tried to get into dating app business. And I think there's so many components to running a successful company that connects human beings. And part of that is, you know, having engineers they care about the human side, right, as you know, extremely well, it's not, it's not easy to find those. But but you don't also don't want just people that care about the human, they also have to be good engineers. So it's like, you have to find this, this this beautiful mix. And for some reason, just empirically speaking, is people have not done a good job of that. building companies like that. And it must mean that it's a difficult problem to solve. Dating apps. seems difficult. OkCupid, Tinder, all those kinds of stuff. They seem to find, of course, they work but they seem to not work as well as I would imagine. It's possible like with data, wouldn't you be able to find better human connection? It's like arranged marriages on steroids. Right, right. Arranged by machine learning algorithms by","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"machine learning algorithm, but but not as superficial. And I think a lot of the dating apps out there are just so superficial. They're just matching on, like high level criteria that aren't ingredients for successful partnership. But you know what's missing though, too. I don't know how gotta fix that the serendipity piece of it, like how do you engineer serendipity like this random, like chance encounter, and then you fall in love with the person, like, I don't know how a dating app can can do that. So there has to be a little bit of randomness. Maybe every 10th match is just the, you know, yeah, somebody that the algorithm wouldn't have necessarily recommended. But it's, it allows for a little bit of,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"well, it can also, you know, it could also trick you into thinking a certain to me by like, somehow showing you a tweet of a person that he thinks you match well with, but do it accidentally as part of another search, right, and like, you just noticed the like, and then you get it, you go down a rabbit hole, and you connect them outside the app, to like, you connect with this person outside of the house somehow. So it's just it creates that moment of meeting, of course, you have to think of, from an app perspective, how you can turn that into a business. But I think ultimately, a business that helps people find love in any way. Like, that's what Apple was about, create products that people love, right? That's beautiful. I mean, that's you gotta make money somehow. If you help people fall in love, personally with the product, find self love or another human being, you're gonna make money, you're gonna figure out a way to make money. I just feel like dating apps often will optimize for something else than love. It's a same with social networks, they optimize for engagement, as opposed to like a deep meaningful connection that's ultimately grounded in like personal growth, you as a human being growing and all that kind of stuff. Let me do like a pivot to dark topic, which opened the book with a story because I'd like to talk to you about just emotion and artificial intelligence. I think this is a good story to start to think about emotional intelligence. You open the book with a story of a central Florida man, Jamel Dunn, who was drowning and drowned. While five teenagers Washington laughed, saying things like you're gonna die and one, Jamel disappeared below the surface of the water. One of them said he just died and the others laughed. What does this incident teach you about human nature? And the response to it, perhaps? Yeah.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I mean, I think this is a really, really, really sad story. And it and it, it highlights what I believe is a it's a real problem in our world today. It's it's an empathy crisis. Yet we are living through an empathy crisis and versus Yeah, yeah. And, and I mean, we've, we've talked about this throughout our conversation, we dehumanize each other. And, unfortunately, yes, technology is bringing us together, but in a way, it's just dehumanize. It's creating this like, yeah dehumanizing of the other. And I think that's a huge problem. The good news is, I think solution, the solution could be technology based. Like I think if we rethink the way we design and deploy our technologies, we can solve parts of this problem, but I worry about it. I mean, even with my son, a lot of his interactions are computer mediated. And I just questioned what that's doing to his empathy skills and you know, his ability to really connect with people so","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,you think you think it's not possible to form empathy through digital medium?,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I think it is. But we have to be thoughtful about because the way the way we engage face to face which is what we're doing right now, right there's the nonverbal signals which are majority of how we communicate it's like 90% of how we communicate is your facial expressions. You know, I'm saying something and you're nodding your head now and that creates a feedback loop and if you break that and now I have","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,anxiety about it.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Boy, I am noticing your facial expressions during this interview","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,look normal look human. Nod had you not had an agreement if Rhonda says,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,that not had else,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"don't do it too much because it might be at the wrong time. And then it looks send the wrong signal. Oh god and make eye contact sometimes because humans appreciate that. Anyway, okay. Yeah, but something about the especially when we say mean things in person like to see the pain of the other person.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,If you're tweeting it at a person and you have no idea how it's gonna land. You're more likely to do that on social media than you are in face to face conversations. So,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"what do you think is more important? EQ or AI Q AQ being emotional intelligence, in terms of what makes us human.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I think emotional intelligence is what makes us human. It's, it's how we connect with one another. It's how we build trust. It's how we make decisions, right? Like your emotions, drive, kind of what you had for breakfast, but also where you decide to live, and what do you want to do for the rest of your life? So I think emotions are underrated.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"So emotional intelligence isn't just about the effective expression of your own emotions, it's about a sensitivity and empathy to other people's emotions. And that sort of being able to effectively engage in the dance of emotions with other people.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Yeah, I like that explanation. I like that kind of. Yeah, thinking about it as a dance, because it is really about that. It's about sensing what state the other person's in and using that information to decide on how you're going to react. And I think it can be very powerful, like people who are the best, most persuasive, most persuasive leaders in the world tap into, you know, they have, if you have higher EQ, you're more likely to be able to motivate people to change their behaviors. So, so can be very powerful.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"On a more kind of technical, maybe philosophical level, you've written that emotion is universal. It seems that sort of like Chomsky says, language is universal. There's a bunch of other stuff like cognition consciousness, seems a lot of us have these aspects. So the human mind generates all this. So what do you think is? The OG seem to be like, echoes of the same thing? What do you think emotion is exactly? Like how deep does it run? Is it a surface level thing that we display to each other? Is it just another form of language or something deep within?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"I think it's, it's really deep. It's how, you know, we started with memory. I think emotions play a really important. Yeah, emotions play a very important role in how we encode memories, right? Our our memories are often encoded, almost indexed by emotions. Yeah, it's at this core of how, you know, our decision making engine is also heavily influenced by our emotions. So","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"emotions is part of cognition. It's total, it's intermixed into the whole thing.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Yes, absolutely. And in fact, when you take it away, people are unable to make decisions, they're really paralyzed. Like, they can't go about their daily or their, you know, personal or professional lives. So","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"it does seem like, there's probably some interesting interweaving of emotion and consciousness, I wonder if it's possible to have, like, if their next door neighbor somehow, or if they're actually flatmates. I don't, it feels like the hard problem of consciousness where it's some, it feels like something to experience the thing. Like, red feels like read. And, you know, when you eat a mango, sweet, the taste the sweetness, that feels like something to experience that sweetness, that whatever generates emotions. But then, like, I feel like emotion is part of communication is very much about communication. And then that means it's also deeply connected to language. But then, probably, human intelligence is deeply connected to the collective intelligence between humans, it's not just a standalone thing. So the whole thing is really connected. So, emotion is connected to language, language is connected to intelligence, and then intelligence to consciousness and consciousness is closely connected to emotion, the whole thing is that it's a beautiful mess. So","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Can I comment on the emotions being a communication Mechanik because I think there are two facets of, of our emotional experiences. One is communication, right? Like we use emotions, for example, facial expressions, or other nonverbal cues to connect with other human beings and with other beings in the world, right. But even if it's not a communication context, we still experienced emotions, and we still process emotions, and we still leverage emotions, to make decisions and to learn, you know, to experience life. So it isn't always just about communication. And we learned that very early on in our in kind of our work and Aktiva one of the very first application Since we brought to market was understanding how people respond to content, right? So if they're watching this video of ours, like, are they interested? Are they inspired? Are they bored to death? And so we watched their facial expressions. And we had, we weren't sure if people would express any emotions, if they were sitting alone. Like, if you're in your bed at night, watching a Netflix TV series, would we still see any emotions on your face? And we were surprised that yes, people still emote, even if they're alone. Even if you're in your car driving around, you're singing along the song and you joyful will see these expressions. So it's not just about communicating with another person, it's sometimes really isn't just about experiencing the world. And","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"first of all, I wonder if some of that is because we develop our intelligence, and our emotional intelligence by communicating with other humans. And so when other humans disappear from the picture was still kind of a virtual human, a code still runs, the code still runs and but you also kind of, you're still there's like virtual humans, you don't have to think of it that way. But there's a kinda when you like, chuckling? Yeah. Like you're, you're kind of chuckling to a virtual human. I mean, it's possible that the code is the has to have another human there, because if you just grew up alone, I wonder if emotion will still be there, in this visual form. So yeah, I wonder But anyway, what can you tell from the human face about what's going on inside? So that's the problem that effective of first tackled, which is using computer vision, using machine learning to try to detect stuff about the human face as many things as possible, and convert them into a prediction of categories of emotion, anger, happiness, all that kind of stuff. How hard is that problem?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"extremely hard. It's very, very hard, because there is no one to one mapping between a facial expression and your internal state, there just isn't. There's this oversimplification of the problem, where it's something like, if you are smiling, then you're happy. If you do a brow furrow, then you're angry, if you do an eyebrow raise, then you're surprised and just think about it for a moment, you could be smiling for a whole host of reasons. You could also be happy and not be smiling, right? You could follow your eyebrows because you're angry, or you're confused about something or you're constipated. So I think this over simplistic approach to inferring emotion from a facial expression is really dangerous. The solution is to incorporate as many contextual signals as you can, right. So if, for example, I'm driving a car, and you can see me like nodding my head and my eyes are closed, and the blinking rate is changing, I'm probably falling asleep at the wheel, right? It doesn't, because you know, the context, you understand what the person is doing. So I think, or add additional channels like voice or gestures, or even physiological sensors. But I think it's very dangerous to just take this over simplistic approach of, yeah, smile equals happy. And","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"if you're able to, in a high resolution way, specify the context, there are certain things that are going to be somewhat reliable signals of something like drowsiness or happiness or stuff like that. I mean, when when people are watching Netflix, that problem, that's a really compelling idea that you can kind of at least in aggregate, exactly highlight, like, Which part was boring, which part was exciting. How hard was that problem?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Um, that was on the scale of like, difficulty. I think that's some of one of the easier problems to solve. Because it's a relatively constrained environment, you have somebody sitting in front of initially, we started with a device in front of you like a laptop, and then we graduated to doing this on a mobile phone, which is a lot harder, just because of you know, from a computer vision perspective, the profile view of the face can be a lot more challenging. We have to figure out lighting conditions because usually people are watching content, literally in their bedrooms at night lights are dimmed.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yes, I mean, if you're standing is probably going to be the looking up. The nostril view. Yeah, nobody looks good at. I've seen datasets from that perspective. It's like this is not a good look for anyone. Or if you're laying in bed at night, what is it side view or something? It's in half your faces kind of pillow, etc. I would love to know have data about like, how people watch stuff in bed at night. I like to the prop, there isn't a pillow. The like, I'm sure there's a lot of interesting dynamics","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"from a health and wellbeing perspective, right? Like, it's like, oh, you're learning","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"perspective. But also Yeah. Yeah. Once you have that, did you start making all kinds of inference about health and stuff like that? Interesting. Yeah, there's a interesting thing when I was at Google that we were, it's, it's called active authentication, where you, you want to be able to unlock your phone without using a password. So it would, it would face but also other stuff, like the way you take a phone out of the pocket. So that kind of data to use the multimodal with machine learning to be able to identify that as you or likely to be you like not to be you, that allows you to not always have to enter the password. That was the idea. But the funny thing about that is when I tell a small anecdote is because it was all male engineers. Except, so there's, my boss is our boss, who's still one of my favorite humans was was a woman, Regina doing?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Oh, my God, I love her. She's awesome. She's.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"So but anyway, there was, there's one female engineer, brilliant female engineer on the team. And she was the one that actually thinks the fact that women often don't have pockets, right? It was like, Well, that was not even a category in the code, of like, wait a minute, you can take the phone out of some other place in your pocket. So anyway, that's a funny thing. When you concerning people laying in bed, watching a phone, you have to consider if you have to the you know, diversity in all its forms, depending on the problem, depending on the context,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"actually, this is like a very important, I think this is, you know, you probably get this all the time, like people are worried that AI is gonna take over humanity and like, get rid of all the humans in the world. I'm like, actually, that's not my biggest concern. My biggest concern is that we are building bias into these systems. And then they're like, deployed at large and at scale. And before you know it, you're kind of accentuating the bias that exists in society. And","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"yeah, I'm not, you know, I know people, it's very important to worry about that. But I it's the worry is an emergent phenomena to me, which is a very good one, because I think these systems are actually, by encoding the data that exists, they're revealing the biases, society, they're both for teaching us what the bias is, therefore, we can now improve that bias within the system. So they're almost like putting a mirror to ourselves. So I'm not","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"you have to be open to looking at the mirror, though, you have to be open to scrutinizing the data. If you just take it as ground floor, you don't","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"even have to look at the I mean, yes, the data is how you fix it. But then you just look at the behavior of the system. And you realize, holy crap, this thing's kind of racist, right? Like, why is that and then you look at the days like, okay, and then you start to realize that I think that some much more effective way to to be introspective as a society than through sort of political discourse, like AI, kind of, because people are evil. People are, for some reason, more productive and rigorous in criticizing AI than they're criticizing each other. So I think this is just a nice method for studying society and see which way progress lies. Anyway, what we're talking about, you're watching it the problem of watching Netflix, in bed, or elsewhere, and seeing which parts are exciting, which parts are boring, you're saying that's","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
